CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
165,Female,0,No,Yes,66,No,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Two years,Yes,Electronic check,49.650157102393905,2741.018863960758,No
166,Male,1,Yes,Yes,47,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,Yes,Two years,Yes,Mailed check,35.92830373494585,4765.887691315696,Yes
167,Female,0,No,No,3,No,No phone service,No,No,No,No internet service,No internet service,Yes,No,Two years,No,Bank transfer (automatic),63.53893961280134,901.4506530782029,Yes
168,Male,1,Yes,Yes,30,No,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,One year,Yes,Mailed check,60.18987079559666,3620.6798941631655,Yes
169,Male,0,No,No,21,No,No phone service,No,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Electronic check,77.57193053312042,4061.197693043736,No
170,Female,0,No,No,28,No,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,78.33862323277481,3395.6441566743097,No
171,Female,1,Yes,Yes,62,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.99869843799752,3034.6114011327018,No
172,Male,0,No,Yes,33,No,No,No,Yes,No,No internet service,No,No,No,Month-to-month,No,Mailed check,70.98899482056102,2824.0639054309113,Yes
173,Male,0,Yes,Yes,35,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two years,No,Bank transfer (automatic),30.482264094076555,4304.65241289348,Yes
174,Female,0,No,No,52,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Two years,Yes,Mailed check,105.8291335553106,4108.2329858225,No
175,Female,0,Yes,Yes,34,Yes,No phone service,No,No,No internet service,Yes,No,No,Yes,Two years,No,Bank transfer (automatic),50.97645831851871,611.4436059029977,Yes
176,Female,0,Yes,No,41,No,No phone service,No,Yes,Yes,No,No,No,Yes,Two years,No,Bank transfer (automatic),117.1297460306592,4242.9382851543905,Yes
177,Male,0,No,No,51,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,31.786010867977016,2070.3430972022124,Yes
178,Male,1,No,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No,No internet service,No,One year,Yes,Bank transfer (automatic),115.82511722325032,1268.4841499790539,Yes
179,Male,0,Yes,Yes,58,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),29.1011806882517,4348.842840069629,No
180,Male,0,No,Yes,57,No,Yes,No,No,Yes,No,No,No internet service,No,Two years,No,Electronic check,43.10361379470595,2160.123998168708,Yes
181,Male,1,No,Yes,23,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,No,One year,No,Electronic check,24.65799420865416,4041.8234508840833,Yes
182,Male,1,Yes,Yes,48,No,No,No,No internet service,No internet service,No,No,No,Yes,One year,Yes,Bank transfer (automatic),90.5113146638995,1317.0180597792225,No
183,Female,1,Yes,Yes,22,No,No phone service,DSL,Yes,No,No internet service,Yes,No,No,One year,No,Credit card (automatic),105.02987365717918,19.64660711108901,No
184,Male,1,No,No,17,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Two years,Yes,Mailed check,63.40710818159804,2477.295964514722,Yes
185,Male,1,Yes,No,69,Yes,No phone service,DSL,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),112.85220750424297,501.1412832144213,Yes
186,Male,1,Yes,No,11,No,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,79.02990717555996,3771.8797776245483,Yes
187,Female,1,Yes,Yes,15,No,Yes,No,Yes,No,Yes,No internet service,Yes,No,One year,Yes,Electronic check,83.00071354465231,1380.375680347052,Yes
188,Male,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,104.54192017007699,2218.2282330173934,No
189,Male,0,No,No,33,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.68002050518389,435.16782545777124,No
190,Female,1,Yes,No,16,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two years,No,Bank transfer (automatic),55.42657213276258,1433.2962422362632,No
191,Male,0,No,No,34,No,No phone service,No,No,Yes,Yes,Yes,Yes,No,Two years,Yes,Bank transfer (automatic),110.59519191946444,3907.45121629286,Yes
192,Male,0,Yes,No,66,Yes,No,No,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),110.09634960387638,757.9395595115973,Yes
193,Male,0,No,Yes,40,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),117.64827762008709,3235.797805634787,No
194,Male,1,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),110.18383164416711,4587.129264022506,Yes
195,Male,1,Yes,No,47,No,No,No,No internet service,No,Yes,No,No internet service,No internet service,Two years,No,Credit card (automatic),32.73720360333609,3399.1837987886015,No
196,Female,0,No,No,39,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),102.37242861369873,4055.108446461134,No
197,Female,1,Yes,No,70,Yes,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,Two years,No,Credit card (automatic),60.9838478109594,544.858146519579,No
198,Female,0,No,Yes,20,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Two years,Yes,Mailed check,119.08013559459378,1253.6591300102723,No
199,Male,0,No,Yes,1,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.22809643288011,4472.694261202955,No
200,Male,0,Yes,No,63,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,75.38360825022207,3575.528068090446,No
201,Male,0,Yes,Yes,67,No,No,No,No internet service,No,No,No,No,No,One year,Yes,Bank transfer (automatic),72.97749152567985,3197.769131886556,No
202,Female,1,No,Yes,4,No,No,No,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,52.17370298582778,3318.8336806085,Yes
203,Male,1,Yes,No,58,No,No phone service,No,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),27.502208889291815,2071.0027715232172,No
204,Male,1,Yes,Yes,25,Yes,Yes,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),109.56512304019185,222.7831580882661,No
205,Female,0,Yes,Yes,47,No,No phone service,No,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),100.26758125262869,3922.2077103536453,Yes
206,Male,1,Yes,No,38,No,Yes,No,Yes,No internet service,Yes,No,Yes,No,One year,No,Bank transfer (automatic),33.95267805596693,3393.566181076769,No
207,Female,0,Yes,Yes,15,No,No,Fiber optic,Yes,No internet service,No,No,Yes,No,One year,Yes,Mailed check,97.67682713500729,2364.0223205636235,Yes
208,Female,1,No,Yes,63,Yes,Yes,No,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),82.584666605061,4498.798076841287,No
209,Female,0,No,No,21,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),60.91437879176223,1680.7983249254944,Yes
210,Male,0,Yes,Yes,57,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),45.402114909556275,1471.6087211561796,Yes
211,Male,0,Yes,Yes,53,No,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,105.97287835022325,4363.981625397214,Yes
212,Male,1,Yes,No,46,Yes,Yes,No,No internet service,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),90.01882592940531,3984.938273794927,No
213,Male,1,No,No,14,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Two years,Yes,Electronic check,74.77399094691368,2574.899053241724,Yes
214,Male,1,Yes,No,17,No,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),80.9568533898464,653.6736972892498,No
215,Male,1,No,Yes,39,Yes,No phone service,No,No internet service,No,No,Yes,No,Yes,One year,No,Mailed check,29.106618208218098,1075.3573573252622,No
216,Male,0,No,No,9,No,Yes,No,Yes,No,No,No,No,No internet service,One year,Yes,Electronic check,67.39197609111919,3281.139952044033,No
217,Female,1,No,Yes,6,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,39.3700292785702,1925.2061892020583,No
218,Male,1,Yes,No,23,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),40.83836790088254,4182.365958329856,No
219,Female,0,No,Yes,59,No,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,No,Electronic check,86.13039622868668,4749.7750466610205,No
220,Male,0,Yes,No,46,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,111.1256151834288,4028.1846263745915,No
221,Male,0,No,No,38,No,No,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),60.375661047834654,1887.7271149777857,Yes
222,Male,1,Yes,No,14,No,No phone service,DSL,No,Yes,No internet service,No internet service,No,No internet service,One year,No,Electronic check,40.77492730121904,3943.4321461571203,No
223,Female,0,No,No,62,No,No,No,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.87469372366542,1757.2083673534173,No
224,Female,0,Yes,Yes,35,Yes,No,No,No,Yes,Yes,No internet service,Yes,No internet service,Two years,Yes,Mailed check,107.11870463503178,835.5004388281695,Yes
225,Female,0,No,No,19,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),94.83188011224908,166.96602432928697,No
226,Female,1,Yes,No,30,Yes,No phone service,No,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,106.87572305365872,1928.5835638051003,Yes
227,Male,0,Yes,Yes,25,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,No,Mailed check,73.65546710107994,4517.79651848641,Yes
228,Female,1,Yes,No,40,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,95.1876244369191,1194.9329387783825,No
229,Male,1,Yes,Yes,14,No,No,No,Yes,Yes,No internet service,No internet service,No,Yes,Two years,Yes,Electronic check,34.00645593589365,1032.56582464892,No
230,Male,0,No,No,26,No,No phone service,DSL,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,54.82746153631915,4849.103926205202,Yes
231,Female,0,No,No,22,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,Two years,Yes,Credit card (automatic),58.95491644815225,125.0205642529606,No
232,Female,1,Yes,No,48,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No,Two years,No,Bank transfer (automatic),71.12957462460346,3928.910751968772,Yes
233,Female,0,No,Yes,51,No,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),112.90763602568236,1606.8497787043518,Yes
234,Female,0,Yes,No,3,No,No,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),107.42965602221743,187.43978434829666,No
235,Female,1,Yes,No,42,Yes,Yes,No,No,No,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),33.45254922891846,4589.012701047918,Yes
236,Female,1,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,No internet service,Two years,No,Mailed check,37.27896518824632,698.211651047918,No
237,Female,0,Yes,Yes,28,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Two years,No,Electronic check,55.76405495889114,2758.896418628477,No
238,Female,1,Yes,Yes,45,No,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),49.07438658906739,1370.271037147739,Yes
239,Male,0,No,No,71,No,No phone service,Fiber optic,No,Yes,No,No,No internet service,Yes,One year,No,Mailed check,81.47709531562623,325.9640109234552,Yes
240,Female,0,Yes,Yes,63,No,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),110.2776047764545,249.61242831689546,No
241,Female,0,Yes,No,19,No,No phone service,DSL,Yes,No,No,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),116.22915416725868,577.783494181694,No
242,Male,1,Yes,No,47,No,Yes,DSL,No,Yes,No,No internet service,No,No internet service,One year,No,Bank transfer (automatic),85.36029525352265,356.83506944690026,No
243,Female,0,Yes,No,14,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two years,No,Bank transfer (automatic),103.81592014010867,3802.7905775996146,Yes
244,Male,0,No,No,38,Yes,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,72.5202200230797,2427.831011417146,No
245,Male,0,No,No,53,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,40.832694686003975,1714.4604567448985,Yes
246,Female,1,No,No,61,No,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Two years,No,Mailed check,72.46884120934774,2091.844550660036,Yes
247,Male,1,Yes,No,36,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,Two years,No,Electronic check,75.50826014376511,4644.733677863116,Yes
248,Male,1,Yes,Yes,40,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.24575642135565,4553.759063690736,No
249,Male,1,No,Yes,30,Yes,No phone service,No,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),41.98829897073491,3578.3824006128843,Yes
250,Male,1,Yes,Yes,9,Yes,No,DSL,Yes,Yes,No,No internet service,No,Yes,Two years,Yes,Credit card (automatic),56.83103820867317,4423.411887108438,No
251,Female,0,Yes,Yes,64,No,Yes,No,No internet service,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),56.40274692145663,1598.240137938124,Yes
252,Male,1,Yes,Yes,33,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two years,No,Electronic check,115.94395957411649,1905.5466300414141,No
253,Female,1,Yes,Yes,52,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Two years,Yes,Bank transfer (automatic),64.3944960326719,3068.56090927114,No
254,Male,1,No,Yes,14,Yes,No,No,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,95.50939672981465,3118.129736486321,Yes
255,Male,0,No,No,53,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Two years,Yes,Credit card (automatic),95.0811381374439,2408.4991900617047,No
256,Male,1,No,No,59,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,46.55441848032414,2003.2892421897664,Yes
257,Male,1,Yes,No,41,No,No,No,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),77.18696893717322,4930.901558043475,Yes
258,Female,0,No,No,68,No,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,No,Two years,No,Mailed check,109.43028933186481,4105.618130588622,Yes
259,Female,1,No,Yes,68,Yes,Yes,No,No,Yes,No,No,No internet service,No,Two years,Yes,Bank transfer (automatic),67.51977194569494,2174.900989440226,Yes
260,Male,0,Yes,Yes,8,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Mailed check,114.5117507342546,3636.4623861978425,Yes
261,Male,0,Yes,No,2,No,No,No,Yes,Yes,No internet service,No,No internet service,No,Two years,Yes,Bank transfer (automatic),41.445822932416164,1347.8084662622975,Yes
262,Female,0,No,No,41,Yes,No phone service,No,No internet service,No,No internet service,No,Yes,Yes,Two years,Yes,Bank transfer (automatic),27.415910577403075,500.8466311866494,Yes
263,Male,0,No,Yes,55,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two years,Yes,Bank transfer (automatic),109.14538731447493,1762.1551277637031,No
264,Male,0,No,No,16,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Two years,No,Credit card (automatic),104.76811979622167,2014.864000616971,Yes
265,Male,1,No,No,62,No,No phone service,DSL,Yes,No internet service,Yes,Yes,No,No,One year,No,Mailed check,119.25898759338448,82.68562280335401,Yes
266,Female,0,Yes,No,48,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two years,Yes,Credit card (automatic),87.93934881124261,4073.96000817948,No
267,Female,0,No,No,30,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No,Two years,No,Mailed check,113.66879266671495,1795.9670119459076,No
268,Female,1,No,Yes,12,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two years,No,Electronic check,102.69490250841109,2902.0908289007352,Yes
269,Male,0,Yes,No,35,No,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,104.44263331200868,369.8159363547798,Yes
270,Male,1,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,76.91415704542683,874.9841437529199,Yes
271,Female,1,Yes,Yes,64,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Mailed check,58.23645979167109,4448.4686266378,No
272,Female,1,Yes,Yes,50,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,113.45580725432818,3043.437639414004,Yes
273,Female,0,Yes,No,21,No,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,One year,No,Mailed check,63.211717561589445,4751.420250852428,No
274,Female,0,No,Yes,69,Yes,Yes,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.8819367249669,4993.750171956584,Yes
275,Male,0,No,No,48,Yes,Yes,No,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),64.61143071251877,1859.300576665472,Yes
276,Female,1,Yes,No,20,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.48183139601971,1494.015320416373,No
277,Male,0,No,Yes,67,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Credit card (automatic),67.05050789923271,4291.780275795484,Yes
278,Female,0,No,No,44,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No,Yes,Two years,No,Credit card (automatic),24.796755857947588,4993.057135187271,Yes
279,Male,0,Yes,No,33,No,No phone service,DSL,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.20481860076987,3148.2061711622864,Yes
280,Female,1,Yes,No,61,No,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),64.43938189157697,3975.703612557612,No
281,Female,1,No,No,9,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,Yes,One year,Yes,Mailed check,78.89436485073487,3908.7292940763723,Yes
282,Female,0,Yes,Yes,68,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),33.9187802757987,1776.6985410977347,Yes
283,Female,0,No,Yes,35,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Two years,No,Bank transfer (automatic),20.338784798263912,2871.3519012854363,No
284,Male,0,No,No,65,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),44.5290093643643,4165.284706321068,No
285,Female,0,No,Yes,8,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,One year,No,Electronic check,90.45860321333502,3440.569381305277,Yes
286,Male,1,No,No,45,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,No internet service,Two years,No,Electronic check,29.91945301128786,105.8190699101913,Yes
287,Male,1,Yes,No,47,No,No,No,Yes,No,No,No,No,Yes,Two years,No,Bank transfer (automatic),110.88874403864679,1683.5283444876675,No
288,Male,1,Yes,No,40,No,Yes,DSL,No,No internet service,No internet service,No,Yes,No,Two years,No,Credit card (automatic),41.50225693561846,722.3784829730267,Yes
289,Male,1,Yes,No,54,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.45936142917758,1164.8610603901955,Yes
290,Female,0,Yes,No,46,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Two years,Yes,Bank transfer (automatic),38.15079616214955,4527.447387456628,No
291,Male,0,No,Yes,47,No,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,21.398171297136475,184.46644455384074,Yes
292,Male,0,No,No,15,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),97.18054684782346,1099.0035598096188,Yes
293,Male,1,Yes,Yes,19,No,No,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.50345312452585,1547.8467611911574,No
294,Female,0,No,Yes,26,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two years,No,Electronic check,81.41627026161989,3084.420359831974,Yes
295,Female,1,No,No,52,Yes,Yes,No,No,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,38.81999816798623,2670.5084504293277,Yes
296,Female,1,No,No,22,No,Yes,Fiber optic,Yes,Yes,No,No,No,No internet service,Two years,No,Bank transfer (automatic),48.527799694087975,1091.3474142669304,Yes
297,Female,0,Yes,No,21,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),67.59266973649633,821.2053361157723,No
298,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,One year,Yes,Mailed check,115.43459516233008,1183.990172980594,Yes
299,Male,0,Yes,No,38,No,No phone service,DSL,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,44.73513718177428,2512.648133508278,No
300,Female,1,No,Yes,20,No,No,DSL,Yes,No,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),93.16459039198881,1355.8889285560172,No
301,Male,0,Yes,No,29,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two years,No,Electronic check,63.94482232929203,4738.012508038611,Yes
302,Male,1,Yes,No,51,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,49.78473483600218,2319.326107144238,No
303,Male,0,Yes,Yes,4,No,Yes,DSL,No internet service,No,No,No internet service,No internet service,Yes,Two years,Yes,Credit card (automatic),65.59159370221138,293.9800827231853,Yes
304,Female,1,Yes,Yes,55,Yes,No phone service,No,No internet service,No,Yes,No internet service,No internet service,No,Two years,Yes,Bank transfer (automatic),27.120671754123254,3646.332029183167,Yes
305,Female,1,Yes,No,71,No,No,DSL,No internet service,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),99.86873709303624,1644.2264410449482,Yes
306,Male,0,Yes,Yes,28,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,One year,No,Electronic check,44.330192798296714,3267.4446602912376,No
307,Female,1,No,No,4,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,92.54121231929705,1397.97185261616,Yes
308,Female,1,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),26.834837144819474,2853.7187086665995,Yes
309,Female,0,Yes,Yes,45,No,No,DSL,No internet service,No,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,115.5098556165686,3860.762524037323,Yes
310,Female,1,Yes,No,67,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,Yes,One year,No,Electronic check,39.30149854056986,4640.0437088727695,No
311,Female,0,No,Yes,66,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No,One year,Yes,Credit card (automatic),108.27420762070804,1305.6357221653852,No
312,Male,1,No,Yes,34,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No internet service,One year,Yes,Mailed check,100.94732096154344,1674.2847549949058,Yes
313,Female,0,Yes,Yes,55,No,No,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Two years,Yes,Electronic check,116.7859924081416,2321.3321014296985,Yes
314,Male,0,Yes,Yes,1,No,No,No,No,No,No internet service,Yes,No,No,One year,No,Electronic check,67.78906609457496,4635.874188679944,Yes
315,Male,1,Yes,Yes,38,No,No,Fiber optic,No,No,No,No internet service,No,No internet service,One year,No,Credit card (automatic),92.73972938459515,4506.934284053285,Yes
316,Female,1,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,57.0710657037784,449.39140050319014,No
317,Male,1,No,No,25,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),38.43682380196938,659.6491287690542,No
318,Male,1,Yes,No,17,Yes,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No,Two years,No,Mailed check,64.30759329334488,2477.5458866531912,No
319,Male,1,Yes,Yes,61,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,36.57490153884549,533.0963640271175,No
320,Female,0,Yes,No,12,No,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),118.20446227863839,1727.9043667434873,No
321,Female,1,Yes,No,6,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.624649114071637,741.9268910873883,No
322,Male,0,No,No,27,Yes,No,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),78.92117234526205,3180.201775659429,No
323,Female,0,No,Yes,8,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),82.64638552540559,4747.477158695809,Yes
324,Female,1,No,No,65,No,No,DSL,No,No,Yes,No,Yes,Yes,Two years,Yes,Mailed check,73.80795428740542,4983.668851471907,Yes
325,Female,0,Yes,Yes,57,No,No phone service,No,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),86.21858857118336,1876.205662484574,Yes
326,Female,0,Yes,No,40,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Two years,Yes,Electronic check,31.618077501189095,2995.063185573061,Yes
327,Male,0,No,Yes,14,Yes,Yes,No,No internet service,Yes,No,No internet service,No internet service,No,Two years,No,Bank transfer (automatic),75.5018524205291,4281.338267620406,Yes
328,Male,0,Yes,Yes,35,No,No phone service,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),48.721257112736154,587.31036398192,Yes
329,Female,1,Yes,No,48,No,No phone service,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),114.01760633010566,3447.822055259825,No
330,Female,0,No,No,56,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),96.20716534397258,2044.2183086253413,Yes
